newID	cam	cvatID	video
5	LC_ID	2503	268
5	RC_ID	2525	268
6	LC_ID	2498	268
6	RC_ID	2530	268
7	LC_ID	2495	268
7	RC_ID	2515	268
8	LC_ID	2497	268
8	RC_ID	2517	268
9	LC_ID	2508	268
9	RC_ID	2518	268
10	LC_ID	2513	268
10	RC_ID	2536	268
11	LC_ID	2514	268
11	RC_ID	2536	268
12	LC_ID	2499	268
12	RC_ID	2531	268
13	LC_ID	2505	268
13	RC_ID	2522	268
14	LC_ID	2500	268
14	RC_ID	2527	268
15	LC_ID	2504	268
15	RC_ID	2546	268
16	LC_ID	2548	268
16	RC_ID	2547	268
17	LC_ID	2540	268
17	RC_ID	2541	268
18	LC_ID	2507	268
18	RC_ID	2549	268
19	LC_ID	2539	268
19	RC_ID	2526	268
1	LC_ID	2626	278
1	RC_ID	2646	278
2	LC_ID	2637	278
2	RC_ID	2660	278
3	LC_ID	2641	278
3	RC_ID	2649	278
4	LC_ID	2638	278
4	RC_ID	2661	278
5	LC_ID	2633	278
5	RC_ID	2664	278
6	LC_ID	2624	278
6	RC_ID	2665	278
7	LC_ID	2619	278
7	RC_ID	2652	278
8	LC_ID	2617	278
8	RC_ID	2659	278
9	LC_ID	2618	278
9	RC_ID	2653	278
10	LC_ID	2639	278
10	RC_ID	2662	278
11	LC_ID	2623	278
11	RC_ID	2666	278
12	LC_ID	2622	278
12	RC_ID	2650	278
13	LC_ID	2635	278
13	RC_ID	2654	278
14	LC_ID	2621	278
14	RC_ID	2645	278
15	LC_ID	2615	278
15	RC_ID	2655	278
16	LC_ID	2625	278
16	RC_ID	2647	278
17	LC_ID	2620	278
17	RC_ID	2644	278
18	LC_ID	2635	278
18	RC_ID	2654	278
19	LC_ID	2616	278
19	RC_ID	2657	278
20	LC_ID	2634	278
20	RC_ID	2671	278
21	LC_ID	2643	278
21	RC_ID	2663	278
22	LC_ID	2627	278
22	RC_ID	2668	278
23	LC_ID	2630	278
23	RC_ID	2669	278
24	LC_ID	2629	278
24	RC_ID	2667	278
1	LC_ID	2693	280
1	RC_ID	2722	280
2	LC_ID	2686	280
2	RC_ID	2711	280
3	LC_ID	2696	280
3	RC_ID	2719	280
4	LC_ID	2695	280
4	RC_ID	2714	280
5	LC_ID	2699	280
5	RC_ID	2716	280
6	LC_ID	2703	280
6	RC_ID	2718	280
7	LC_ID	2697	280
7	RC_ID	2708	280
8	LC_ID	2690	280
8	RC_ID	2713	280
9	LC_ID	2689	280
9	RC_ID	2713	280
10	LC_ID	2685	280
10	RC_ID	2721	280
11	LC_ID	2683	280
11	RC_ID	2706	280
12	LC_ID	2691	280
12	RC_ID	2717	280
13	LC_ID	2702	280
13	RC_ID	2723	280
14	LC_ID	2688	280
14	RC_ID	2709	280
15	LC_ID	2684	280
15	RC_ID	2712	280
16	LC_ID	2700	280
16	RC_ID	2721	280
17	LC_ID	2687	280
17	RC_ID	2707	280
18	LC_ID	2682	280
18	RC_ID	2705	280
19	LC_ID	2698	280
19	RC_ID	2720	280
20	LC_ID	2692	280
20	RC_ID	2715	280
21	LC_ID	2694	280
21	RC_ID	2726	280
1	LC_ID	2750	283
1	RC_ID	2758	283
2	LC_ID	2733	283
2	RC_ID	2755	283
3	LC_ID	2752	283
3	RC_ID	2763	283
4	LC_ID	2732	283
4	RC_ID	2760	283
5	LC_ID	2740	283
5	RC_ID	2769	283
6	LC_ID	2747	283
6	RC_ID	2757	283
7	LC_ID	2729	283
7	RC_ID	2767	283
8	LC_ID	2731	283
8	RC_ID	2759	283
9	LC_ID	2737	283
9	RC_ID	2766	283
10	LC_ID	2736	283
10	RC_ID	2765	283
11	LC_ID	2743	283
11	RC_ID	2764	283
12	LC_ID	2749	283
12	RC_ID	2756	283
13	LC_ID	2735	283
13	RC_ID	2773	283
14	LC_ID	2734	283
14	RC_ID	2777	283
15	LC_ID	2744	283
15	RC_ID	2774	283
16	RC_ID	2772	283
17	LC_ID	2739	283
17	RC_ID	2771	283
18	LC_ID	2780	283
18	RC_ID	2779	283
19	LC_ID	2738	283
19	RC_ID	2768	283
20	LC_ID	2730	283
20	RC_ID	2761	283
21	LC_ID	2741	283
21	RC_ID	2770	283
22	LC_ID	2746	283
22	RC_ID	2776	283
23	LC_ID	2751	283
23	RC_ID	2762	283
24	LC_ID	2748	283
24	RC_ID	2728	283
25	LC_ID	2753	283
25	RC_ID	2778	283
1	LC_ID	2822	289
1	RC_ID	2786	289
2	LC_ID	2823	289
2	RC_ID	2795	289
3	LC_ID	2831	289
3	RC_ID	2802	289
4	LC_ID	2828	289
4	RC_ID	2806	289
5	LC_ID	2813	289
5	RC_ID	2788	289
6	LC_ID	2810	289
6	RC_ID	2784	289
7	LC_ID	2818	289
7	RC_ID	2790	289
8	LC_ID	2814	289
8	RC_ID	2787	289
9	LC_ID	2816	289
9	RC_ID	2793	289
10	LC_ID	2811	289
10	RC_ID	2785	289
11	LC_ID	2817	289
11	RC_ID	2792	289
12	LC_ID	2819	289
12	RC_ID	2791	289
13	LC_ID	2815	289
13	RC_ID	2789	289
14	LC_ID	2821	289
14	RC_ID	2797	289
15	LC_ID	2809	289
15	RC_ID	2783	289
16	LC_ID	2826	289
16	RC_ID	2799	289
17	LC_ID	2825	289
17	RC_ID	2804	289
18	LC_ID	2824	289
18	RC_ID	2796	289
19	LC_ID	2807	289
19	RC_ID	2794	289
20	LC_ID	2828	289
20	RC_ID	2800	289
21	LC_ID	2833	289
21	RC_ID	2805	289
22	LC_ID	2808	289
22	RC_ID	2782	289
23	LC_ID	2820	289
23	RC_ID	2801	289
25	LC_ID	2832	289
25	RC_ID	2803	289
1	LC_ID	2903	296
1	RC_ID	2917	296
2	LC_ID	2912	296
2	RC_ID	2926	296
3	LC_ID	2911	296
3	RC_ID	2924	296
4	LC_ID	2934	296
4	RC_ID	2935	296
5	LC_ID	2912	296
5	RC_ID	2927	296
6	LC_ID	2902	296
6	RC_ID	2921	296
7	LC_ID	2906	296
7	RC_ID	2919	296
8	LC_ID	2903	296
8	RC_ID	2925	296
9	LC_ID	2928	296
9	RC_ID	2916	296
10	LC_ID	2930	296
10	RC_ID	2923	296
11	LC_ID	2910	296
11	RC_ID	2920	296
12	LC_ID	2909	296
12	RC_ID	2913	296
13	LC_ID	2908	296
13	RC_ID	2914	296
14	LC_ID	2904	296
14	RC_ID	2922	296
15	LC_ID	2905	296
15	RC_ID	2918	296
16	LC_ID	2907	296
16	RC_ID	2915	296
1	LC_ID	2965	301
1	RC_ID	2985	301
2	LC_ID	2981	301
2	RC_ID	2970	301
3	LC_ID	2961	301
3	RC_ID	2969	301
4	LC_ID	2967	301
4	RC_ID	2983	301
5	LC_ID	2964	301
5	RC_ID	2971	301
6	LC_ID	2978	301
6	RC_ID	2976	301
7	LC_ID	2962	301
7	RC_ID	2977	301
8	LC_ID	2963	301
8	RC_ID	2975	301
9	LC_ID	2982	301
9	RC_ID	2972	301
10	LC_ID	2979	301
10	RC_ID	2984	301
1	LC_ID	3002	302
1	RC_ID	3003	302
2	LC_ID	2988	302
2	RC_ID	2997	302
3	LC_ID	2986	302
3	RC_ID	2990	302
4	LC_ID	3001	302
4	RC_ID	3003	302
5	LC_ID	2987	302
5	RC_ID	2996	302
6	LC_ID	2995	302
6	RC_ID	2993	302
7	LC_ID	2989	302
7	RC_ID	3004	302
1	LC_ID	3030	303
1	RC_ID	3029	303
2	LC_ID	3032	303
2	RC_ID	3026	303
3	LC_ID	3027	303
3	RC_ID	3018	303
4	LC_ID	3014	303
4	RC_ID	3020	303
5	LC_ID	3011	303
5	RC_ID	3021	303
6	LC_ID	3012	303
6	RC_ID	3019	303
7	LC_ID	3016	303
7	RC_ID	3024	303
8	LC_ID	3010	303
8	RC_ID	3017	303
9	LC_ID	3015	303
9	RC_ID	3031	303
10	LC_ID	3013	303
10	RC_ID	3023	303
1	LC_ID	3081	308
1	RC_ID	3086	308
2	LC_ID	3083	308
2	RC_ID	3088	308
3	LC_ID	3078	308
3	RC_ID	3084	308
4	LC_ID	3082	308
4	RC_ID	3090	308
5	LC_ID	3080	308
5	RC_ID	3085	308
6	LC_ID	3079	308
6	RC_ID	3087	308
1	LC_ID	3141	312
1	RC_ID	3124	312
2	LC_ID	3123	312
2	RC_ID	3127	312
3	LC_ID	3130	312
3	RC_ID	3139	312
4	LC_ID	3132	312
4	RC_ID	3140	312
5	LC_ID	3122	312
5	RC_ID	3125	312
1	LC_ID	3581	437
1	RC_ID	3594	437
2	LC_ID	3580	437
2	RC_ID	3589	437
3	LC_ID	3582	437
3	RC_ID	3593	437
4	LC_ID	3579	437
4	RC_ID	3590	437
5	LC_ID	3578	437
5	RC_ID	3588	437
6	LC_ID	3577	437
6	RC_ID	3596	437
7	LC_ID	3599	437
7	RC_ID	3595	437
8	LC_ID	3586	437
8	RC_ID	3598	437
9	LC_ID	3575	437
9	RC_ID	3590	437
10	LC_ID	3587	437
10	RC_ID	3597	437
1	LC_ID	3768	328
1	RC_ID	3779	328
2	LC_ID	3760	328
2	RC_ID	3776	328
3	LC_ID	3767	328
3	RC_ID	3772	328
4	LC_ID	3763	328
4	RC_ID	3775	328
5	LC_ID	3765	328
5	RC_ID	3770	328
6	LC_ID	3761	328
6	RC_ID	3773	328
7	LC_ID	3762	328
7	RC_ID	3774	328
8	LC_ID	3764	328
8	RC_ID	3777	328
9	LC_ID	3766	328
9	RC_ID	3771	328
10	LC_ID	3781	328
10	RC_ID	3780	328
11	LC_ID	3769	328
11	RC_ID	3778	328
1	LC_ID	3782	329
1	RC_ID	3791	329
2	LC_ID	3784	329
2	RC_ID	3797	329
3	LC_ID	3783	329
3	RC_ID	3798	329
4	LC_ID	3785	329
4	RC_ID	3799	329
5	LC_ID	3789	329
5	RC_ID	3792	329
6	LC_ID	3786	329
6	RC_ID	3795	329
7	LC_ID	3787	329
7	RC_ID	3794	329
8	LC_ID	3788	329
8	RC_ID	3796	329
9	LC_ID	3790	329
9	RC_ID	3793	329
1	LC_ID	3800	330
1	RC_ID	3812	330
2	LC_ID	3802	330
2	RC_ID	3809	330
3	LC_ID	3801	330
3	RC_ID	3808	330
4	LC_ID	3807	330
4	RC_ID	3815	330
5	LC_ID	3806	330
5	RC_ID	3814	330
6	LC_ID	3805	330
6	RC_ID	3813	330
7	LC_ID	3804	330
7	RC_ID	3810	330
8	LC_ID	3803	330
8	RC_ID	3811	330
1	LC_ID	3989	335
1	RC_ID	3994	335
2	LC_ID	3985	335
2	RC_ID	3997	335
3	LC_ID	3986	335
3	RC_ID	3993	335
4	LC_ID	3987	335
4	RC_ID	3996	335
5	LC_ID	3982	335
5	RC_ID	3990	335
6	LC_ID	3983	335
6	RC_ID	3991	335
7	LC_ID	3988	335
7	RC_ID	3995	335
8	LC_ID	3981	335
8	RC_ID	3992	335
9	LC_ID	3984	335
9	RC_ID	3998	335
1	LC_ID	3819	336
1	RC_ID	3829	336
2	LC_ID	3821	336
2	RC_ID	3830	336
3	LC_ID	3820	336
3	RC_ID	3831	336
4	LC_ID	3822	336
4	RC_ID	3832	336
5	LC_ID	3818	336
5	RC_ID	3828	336
6	LC_ID	3823	336
6	RC_ID	3827	336
7	LC_ID	3816	336
7	RC_ID	3826	336
8	LC_ID	3817	336
8	RC_ID	3833	336
9	LC_ID	3825	336
9	RC_ID	3834	336
1	LC_ID	3842	340
1	RC_ID	3854	340
2	LC_ID	3837	340
2	RC_ID	3856	340
3	LC_ID	3845	340
3	RC_ID	3851	340
4	LC_ID	3839	340
4	RC_ID	3853	340
5	LC_ID	3838	340
5	RC_ID	3855	340
6	LC_ID	3847	340
6	RC_ID	3848	340
7	LC_ID	3844	340
7	RC_ID	3859	340
8	LC_ID	3846	340
8	RC_ID	3850	340
9	LC_ID	3836	340
9	RC_ID	3849	340
10	LC_ID	3843	340
10	RC_ID	3858	340
11	LC_ID	3841	340
11	RC_ID	3852	340
12	LC_ID	3840	340
12	RC_ID	3857	340
1	LC_ID	3881	341
1	RC_ID	3882	341
2	LC_ID	3864	341
3	LC_ID	3863	341
3	RC_ID	3873	341
4	LC_ID	3861	341
4	RC_ID	3868	341
5	LC_ID	3866	341
5	RC_ID	3871	341
6	LC_ID	3867	341
6	RC_ID	3872	341
7	LC_ID	3862	341
7	RC_ID	3870	341
8	LC_ID	3880	341
8	RC_ID	3869	341
9	LC_ID	3865	341
9	RC_ID	3874	341
1	LC_ID	3892	342
1	RC_ID	3898	342
2	LC_ID	3891	342
2	RC_ID	3899	342
3	LC_ID	3889	342
3	RC_ID	3896	342
4	LC_ID	3890	342
4	RC_ID	3897	342
5	LC_ID	3887	342
5	RC_ID	3895	342
6	LC_ID	3886	342
6	RC_ID	3902	342
7	LC_ID	3883	342
7	RC_ID	3893	342
8	LC_ID	3884	342
8	RC_ID	3894	342
9	LC_ID	3885	342
9	RC_ID	3901	342
10	LC_ID	3888	342
10	RC_ID	3903	342
1	LC_ID	3911	343
1	RC_ID	3924	343
2	LC_ID	3904	343
2	RC_ID	3915	343
3	LC_ID	3907	343
3	RC_ID	3921	343
4	LC_ID	3908	343
4	RC_ID	3918	343
5	LC_ID	3909	343
5	RC_ID	3919	343
6	LC_ID	3910	343
6	RC_ID	3920	343
7	LC_ID	3905	343
7	RC_ID	3916	343
8	LC_ID	3906	343
8	RC_ID	3917	343
9	LC_ID	3912	343
9	RC_ID	3926	343
10	LC_ID	3929	343
10	RC_ID	3925	343
11	LC_ID	3914	343
11	RC_ID	3923	343
12	LC_ID	3927	343
12	RC_ID	3928	343
13	LC_ID	3913	343
13	RC_ID	3922	343
1	LC_ID	3942	344
1	RC_ID	3952	344
2	LC_ID	3933	344
2	RC_ID	3944	344
3	LC_ID	3934	344
3	RC_ID	3945	344
4	LC_ID	3935	344
4	RC_ID	3949	344
5	LC_ID	3936	344
5	RC_ID	3948	344
6	LC_ID	3932	344
6	RC_ID	3943	344
7	LC_ID	3937	344
7	RC_ID	3947	344
8	LC_ID	3938	344
8	RC_ID	3946	344
1	LC_ID	3957	347
1	RC_ID	3966	347
2	LC_ID	3959	347
2	RC_ID	3967	347
3	LC_ID	3956	347
3	RC_ID	3971	347
4	LC_ID	3954	347
4	RC_ID	3970	347
5	LC_ID	3958	347
5	RC_ID	3968	347
6	LC_ID	3978	347
6	RC_ID	3980	347
7	LC_ID	3977	347
7	RC_ID	3973	347
8	LC_ID	3976	347
8	RC_ID	3975	347
9	LC_ID	3961	347
9	RC_ID	3972	347
10	LC_ID	3955	347
10	RC_ID	3969	347
11	LC_ID	3960	347
11	RC_ID	3965	347
12	LC_ID	3963	347
12	RC_ID	3979	347
13	LC_ID	3962	347
13	RC_ID	3974	347
1	LC_ID	3391	376
1	RC_ID	3398	376
2	LC_ID	3392	376
2	RC_ID	3399	376
3	LC_ID	3396	376
3	RC_ID	3403	376
4	LC_ID	3395	376
4	RC_ID	3402	376
5	LC_ID	3393	376
5	RC_ID	3400	376
6	LC_ID	3394	376
6	RC_ID	3401	376
7	LC_ID	3397	376
7	RC_ID	3404	376
8	LC_ID	3389	376
8	RC_ID	3390	376
1	LC_ID	3427	378
1	RC_ID	3449	378
2	LC_ID	3424	378
2	RC_ID	3445	378
3	LC_ID	3413	378
3	RC_ID	3434	378
4	LC_ID	3432	378
4	RC_ID	3433	378
5	LC_ID	3429	378
5	RC_ID	3448	378
6	LC_ID	3420	378
6	RC_ID	3441	378
7	LC_ID	3414	378
7	RC_ID	3435	378
8	LC_ID	3425	378
8	RC_ID	3446	378
9	LC_ID	3426	378
9	RC_ID	3447	378
10	LC_ID	3421	378
10	RC_ID	3443	378
11	LC_ID	3419	378
11	RC_ID	3438	378
12	LC_ID	3418	378
12	RC_ID	3439	378
13	LC_ID	3422	378
13	RC_ID	3442	378
14	LC_ID	3423	378
14	RC_ID	3444	378
15	LC_ID	3417	378
15	RC_ID	3440	378
16	RC_ID	3451	378
17	LC_ID	3416	378
17	RC_ID	3437	378
18	RC_ID	3453	378
19	LC_ID	3428	378
19	RC_ID	3450	378
20	LC_ID	3414	378
20	RC_ID	3436	378
21	LC_ID	3431	378
21	RC_ID	3452	378
1	LC_ID	3466	384
1	RC_ID	3476	384
2	LC_ID	3459	384
2	RC_ID	3475	384
3	LC_ID	3465	384
3	RC_ID	3478	384
4	LC_ID	3460	384
4	RC_ID	3477	384
5	LC_ID	3456	384
5	RC_ID	3468	384
6	LC_ID	3457	384
6	RC_ID	3469	384
7	LC_ID	3462	384
7	RC_ID	3474	384
8	LC_ID	3455	384
8	RC_ID	3467	384
9	LC_ID	3458	384
9	RC_ID	3470	384
10	LC_ID	3461	384
10	RC_ID	3471	384
11	LC_ID	3463	384
11	RC_ID	3472	384
12	LC_ID	3464	384
12	RC_ID	3473	384
13	LC_ID	3479	384
13	RC_ID	3480	384
1	LC_ID	3523	406
2	LC_ID	3527	406
2	RC_ID	3537	406
3	LC_ID	3530	406
3	RC_ID	3540	406
4	LC_ID	3529	406
5	LC_ID	3528	406
5	RC_ID	3538	406
6	LC_ID	3531	406
6	RC_ID	3541	406
7	LC_ID	3547	406
7	RC_ID	3534	406
8	LC_ID	3545	406
8	RC_ID	3546	406
9	LC_ID	3524	406
9	RC_ID	3533	406
10	LC_ID	3525	406
10	RC_ID	3535	406
11	LC_ID	3526	406
11	RC_ID	3536	406
1	LC_ID	3556	432
1	RC_ID	3563	432
2	LC_ID	3557	432
2	RC_ID	3566	432
3	LC_ID	3555	432
3	RC_ID	3565	432
4	LC_ID	3551	432
4	RC_ID	3560	432
5	LC_ID	3558	432
5	RC_ID	3567	432
6	LC_ID	3552	432
6	RC_ID	3562	432
7	LC_ID	3550	432
7	RC_ID	3559	432
8	LC_ID	3553	432
8	RC_ID	3561	432
9	LC_ID	3554	432
9	RC_ID	3564	432
10	LC_ID	3568	432
10	RC_ID	3570	432
12	LC_ID	3569	432
12	RC_ID	3571	432
